visitorid,itemid,score
305,1512,4.1879
305,1558,4.1822
305,474,4.1726
306,1642,4.8482
306,114,4.7967
306,507,4.7299
306,1558,4.7297
306,904,4.7237
306,45,4.6978
306,1251,4.6902
306,1193,4.6866
306,543,4.6824
306,242,4.6749
307,408,4.8146
307,114,4.6972
307,169,4.6337
307,173,4.5418
307,50,4.4813
307,1589,4.4451
307,1268,4.423
307,168,4.4217
307,1449,4.4125
307,919,4.3765
308,1169,4.5033
308,56,4.4536
308,127,4.4389
308,1449,4.4386
308,64,4.4251
308,1589,4.4194
308,646,4.4054
308,603,4.3799
308,119,4.3679
308,50,4.3661
309,1589,5.5068
309,1167,5.306
309,1192,4.9066
309,1159,4.7701
309,1175,4.746
309,1160,4.7364
309,258,4.5866
309,1468,4.5731
309,1400,4.4701
309,463,4.4572
310,694,5.2252
310,251,5.1121
310,1398,5.0952
310,1449,5.0537
310,1194,5.0129
310,478,4.9537
310,486,4.9317
310,60,4.9268
310,919,4.9209
310,408,4.902
311,318,4.5446
311,1449,4.5301
311,1169,4.5275
311,313,4.4842
311,113,4.4729
311,64,4.4698
311,316,4.4536
311,169,4.4229
311,114,4.4135
311,1122,4.4093
312,1512,5.5466
312,1449,5.2962
312,483,5.2466
312,178,5.052
312,480,5.0391
312,1194,4.9962
312,427,4.9648
312,318,4.9609
312,1398,4.953
312,488,4.9132
313,483,4.4857
313,127,4.4699
313,199,4.4497
313,205,4.4224
313,480,4.3872
313,318,4.3782
313,482,4.3548
313,185,4.354
313,520,4.3168
313,1449,4.3147
314,313,5.0224
314,64,4.8728
314,318,4.8041
314,496,4.7167
314,83,4.7056
314,143,4.6939
314,272,4.688
314,161,4.6384
314,174,4.6152
314,22,4.6041
315,1449,5.0869
315,114,5.0349
315,1642,4.872
315,100,4.86
315,408,4.7998
315,302,4.7993
315,285,4.7223
315,169,4.7047
315,474,4.6846
315,119,4.6736
316,1628,4.5749
316,887,4.48
316,718,4.4595
316,533,4.3846
316,1405,4.3568
316,923,4.3461
316,318,4.3273
316,286,4.3179
316,213,4.2582
316,19,4.2516
317,96,4.6267
317,316,4.6076
317,613,4.5046
317,272,4.4184
317,315,4.3954
317,1589,4.3792
317,1449,4.3421
317,12,4.3225
317,589,4.3224
317,310,4.286
318,318,4.7632
318,64,4.7016
318,496,4.6512
318,1450,4.6336
318,603,4.553
318,483,4.5393
318,1160,4.5355
318,697,4.5309
318,1398,4.5169
318,136,4.4916
319,1589,4.7744
319,64,4.7238
319,318,4.6337
319,316,4.5545
319,613,4.5473
319,496,4.5404
319,50,4.525
319,22,4.5234
319,258,4.4501
319,313,4.4101
320,50,4.7122
320,174,4.6704
320,64,4.6309
320,520,4.6085
320,22,4.5951
320,172,4.5669
320,96,4.5579
320,181,4.5561
320,1589,4.5313
320,318,4.5195
321,483,4.2507
321,1449,4.2357
321,1194,4.1872
321,1398,4.1542
321,474,4.0995
321,1122,4.0738
321,657,4.0411
321,513,4.0245
321,694,4.0204
321,132,4.0186
322,127,4.8585
322,1142,4.8342
322,192,4.7246
322,64,4.6927
322,56,4.6912
322,100,4.6617
322,357,4.6173
322,180,4.584
322,185,4.5819
322,197,4.5487
323,127,4.5313
323,64,4.4656
323,357,4.4433
323,1449,4.4357
323,318,4.4188
323,180,4.4128
323,12,4.3641
323,187,4.3602
323,483,4.3523
323,205,4.3172
324,904,5.3903
324,1642,5.3307
324,1169,5.2503
324,1589,5.2101
324,913,5.1903
324,1651,5.183
324,1650,5.183
324,1645,5.183
324,1636,5.183
324,1631,5.183
325,1558,4.5737
325,641,4.5576
325,1512,4.5298
325,1203,4.5014
325,474,4.4712
325,134,4.4355
325,1405,4.4251
325,647,4.3852
325,694,4.3522
325,525,4.2845
326,520,4.2038
326,519,4.1307
326,493,4.1189
326,50,4.1076
326,1450,4.0592
326,1104,4.0527
326,496,4.0285
326,648,4.0266
326,434,4.0255
326,302,4.0251
327,1642,4.2818
327,1449,4.1584
327,896,4.1559
327,56,4.1062
327,1368,4.0889
327,47,4.0715
327,1398,4.0495
327,23,4.0375
327,483,3.9759
327,474,3.9749
328,318,4.5304
328,64,4.5255
328,613,4.4174
328,313,4.3741
328,22,4.3481
328,496,4.3224
328,515,4.2707
328,113,4.2552
328,1449,4.2507
328,408,4.2301
329,1449,4.3073
329,318,4.2199
329,114,4.113
329,357,4.1081
329,127,4.0929
329,302,4.0855
329,511,4.0366
329,100,4.0215
329,313,4.0206
329,64,4.0019
330,318,5.3869
330,963,5.251
330,64,5.2463
330,1642,5.2237
330,1449,5.2111
330,1064,5.136
330,958,5.105
330,22,5.1004
330,408,5.0896
330,1122,5.0892
331,543,4.5999
331,56,4.5653
331,896,4.5427
331,93,4.5318
331,302,4.5068
331,1449,4.4747
331,59,4.4705
331,1639,4.4222
331,1005,4.4198
331,1642,4.3853
332,1589,5.2238
332,169,5.2193
332,1169,5.1559
332,64,5.1335
332,313,5.1105
332,50,5.1083
332,189,5.1082
332,174,5.0849
332,520,5.067
332,1449,5.0324
333,316,4.4947
333,1169,4.4487
333,1175,4.4176
333,1192,4.3606
333,113,4.3404
333,1589,4.2978
333,1449,4.2511
333,645,4.2244
333,315,4.2205
333,1138,4.2159
334,1449,4.422
334,1642,4.4012
334,1398,4.3707
334,1589,4.3088
334,56,4.3052
334,408,4.3014
334,64,4.2987
334,318,4.2456
334,114,4.2335
334,100,4.2328
335,344,4.8954
335,1607,4.8694
335,318,4.7238
335,251,4.7041
335,613,4.6166
335,306,4.5769
335,902,4.5585
335,1450,4.5534
335,378,4.5368
335,1642,4.5325
336,1512,4.4905
336,1467,4.4664
336,42,4.4432
336,1589,4.3855
336,192,4.3749
336,12,4.3556
336,1449,4.3453
336,178,4.3377
336,836,4.3176
336,64,4.2993
337,64,4.969
337,496,4.9405
337,1269,4.9158
337,408,4.8922
337,318,4.8454
337,613,4.8062
337,223,4.7985
337,633,4.7688
337,963,4.7674
337,83,4.7185
338,1512,5.4639
338,1558,5.0611
338,694,4.9039
338,1449,4.8791
338,654,4.6539
338,1405,4.6333
338,656,4.6255
338,488,4.5972
338,134,4.5962
338,479,4.5809
339,1449,5.1924
339,127,4.9945
339,474,4.977
339,483,4.9337
339,1398,4.9124
339,1642,4.8905
339,654,4.8604
339,134,4.8565
339,320,4.856
339,56,4.8286
340,143,5.0295
340,496,4.9674
340,613,4.8611
340,318,4.8255
340,969,4.8183
340,83,4.8027
340,378,4.8025
340,174,4.7594
340,1138,4.7
340,79,4.6525
341,1589,5.2997
341,57,5.1705
341,947,5.1299
341,1639,5.1258
341,190,5.1201
341,718,5.0408
341,1137,4.9014
341,887,4.8899
341,1344,4.8872
341,1175,4.8674
342,10,4.788
342,1368,4.7181
342,320,4.6585
342,251,4.6459
342,56,4.6257
342,488,4.5787
342,1398,4.5521
342,474,4.518
342,340,4.502
342,47,4.4916
343,1449,5.0778
343,114,5.0204
343,408,4.9632
343,1405,4.9476
343,1398,4.8833
343,134,4.8762
343,127,4.8698
343,474,4.8501
343,483,4.8443
343,64,4.8327
344,119,4.8225
344,251,4.7004
344,1449,4.689
344,302,4.6519
344,12,4.5979
344,408,4.5888
344,169,4.5721
344,1398,4.5493
344,127,4.5429
344,114,4.5357
345,1449,4.8083
345,1642,4.7753
345,318,4.7494
345,408,4.6855
345,1398,4.6415
345,483,4.6269
345,114,4.6199
345,64,4.5959
345,515,4.5698
345,657,4.5371
346,613,4.425
346,50,4.4088
346,96,4.3714
346,172,4.3599
346,64,4.3328
346,1589,4.3079
346,205,4.2987
346,1450,4.2673
346,87,4.2602
346,174,4.2574
347,64,4.8848
347,22,4.6897
347,96,4.6673
347,195,4.654
347,144,4.6325
347,186,4.621
347,313,4.6154
347,157,4.5991
347,127,4.573
347,174,4.5379
348,1169,4.7647
348,313,4.7381
348,64,4.7183
348,22,4.6724
348,1589,4.6643
348,318,4.66
348,899,4.6588
348,735,4.6345
348,746,4.6297
348,392,4.6295
349,1589,4.6973
349,56,4.6459
349,320,4.6371
349,853,4.5319
349,646,4.517
349,10,4.5034
349,856,4.4792
349,1405,4.4705
349,127,4.4424
349,922,4.4236
350,1449,4.9586
350,483,4.9513
350,474,4.9192
350,1398,4.8756
350,134,4.8156
350,127,4.7601
350,320,4.7252
350,480,4.7152
350,119,4.704
350,185,4.7026
351,1167,5.8298
351,1449,5.0464
351,941,5.0032
351,1589,4.8912
351,181,4.8357
351,745,4.8303
351,524,4.8031
351,22,4.8004
351,50,4.7494
351,1175,4.7428
352,641,4.8161
352,1203,4.7427
352,482,4.7178
352,1122,4.652
352,48,4.6319
352,480,4.6297
352,701,4.6153
352,483,4.5921
352,185,4.5917
352,626,4.5503
353,318,4.7705
353,357,4.7006
353,515,4.6339
353,320,4.5939
353,272,4.5705
353,64,4.5343
353,127,4.4996
353,98,4.4974
353,286,4.4747
353,12,4.4633
354,1642,4.6336
354,1405,4.6195
354,1398,4.5703
354,533,4.5018
354,1449,4.4439
354,251,4.4382
354,285,4.4228
354,923,4.4204
354,1466,4.4147
354,1558,4.4075
355,1589,5.4623
355,1169,5.2716
355,316,5.2321
355,613,5.2221
355,315,5.2026
355,1639,5.2023
355,1642,5.2022
355,1449,5.1899
355,1398,5.1897
355,1664,5.1682
356,313,4.6652
356,64,4.4631
356,127,4.4542
356,22,4.2398
356,318,4.2265
356,272,4.2134
356,689,4.162
356,316,4.1256
356,601,4.1174
356,1467,4.0479
357,169,5.2333
357,64,5.2287
357,1589,5.2049
357,963,5.1695
357,50,5.1596
357,96,5.1258
357,174,5.1233
357,408,5.0804
357,117,5.0631
357,1169,5.0605
358,1129,4.9809
358,1524,4.7857
358,169,4.7053
358,1589,4.7007
358,1159,4.6718
358,1065,4.648
358,189,4.6403
358,512,4.6058
358,1021,4.4067
358,221,4.4035
359,169,4.9404
359,114,4.9138
359,1449,4.8422
359,408,4.8199
359,1589,4.7968
359,613,4.7794
359,189,4.7117
359,318,4.6755
359,113,4.6541
359,50,4.6183
360,1449,4.8032
360,1398,4.664
360,127,4.6622
360,318,4.6298
360,114,4.6249
360,64,4.5981
360,483,4.5973
360,357,4.5733
360,1405,4.5522
360,1642,4.536
361,1449,4.7635
361,483,4.759
361,1398,4.6522
361,1512,4.6512
361,474,4.6243
361,603,4.5822
361,513,4.5497
361,178,4.5392
361,657,4.538
361,1642,4.5243
362,899,4.6935
362,64,4.5402
362,1142,4.5387
362,898,4.5262
362,302,4.5081
362,318,4.4993
362,350,4.4823
362,272,4.4766
362,1039,4.4518
362,689,4.4262
363,408,4.6723
363,1268,4.6519
363,1495,4.5353
363,114,4.402
363,169,4.3068
363,173,4.2985
363,223,4.2415
363,1019,4.2407
363,919,4.1803
363,1143,4.1686
364,924,4.81
364,1449,4.7968
364,1639,4.7923
364,960,4.7632
364,315,4.6195
364,1642,4.6069
364,316,4.5814
364,313,4.5643
364,318,4.5613
364,1176,4.5384
365,320,4.9622
365,543,4.8132
365,813,4.7416
365,1398,4.703
365,306,4.6932
365,853,4.6368
365,56,4.6194
365,515,4.5969
365,64,4.5931
365,251,4.5866
366,913,5.8108
366,75,5.2132
366,813,5.2033
366,904,5.0846
366,432,5.0317
366,853,5.024
366,960,5.003
366,320,4.9806
366,1449,4.9333
366,288,4.918
367,50,5.1368
367,1589,5.0751
367,1449,4.8949
367,181,4.8859
367,172,4.8441
367,1467,4.8226
367,1169,4.8154
367,42,4.812
367,520,4.7964
367,12,4.7793
368,179,4.3783
368,515,4.3677
368,205,4.3167
368,318,4.2943
368,1467,4.2738
368,520,4.2655
368,313,4.2616
368,42,4.2435
368,50,4.2354
368,1589,4.2116
369,1589,5.2095
369,1449,5.047
369,50,5.0407
369,1167,4.9752
369,64,4.9723
369,318,4.964
369,169,4.8536
369,408,4.8341
369,313,4.8258
369,181,4.8147
370,1512,4.6562
370,694,4.5419
370,1449,4.5121
370,302,4.4867
370,427,4.3465
370,357,4.3217
370,603,4.3085
370,483,4.2989
370,185,4.2978
370,479,4.2967
371,313,4.979
371,318,4.8745
371,22,4.8375
371,64,4.7536
371,69,4.6536
371,79,4.6234
371,357,4.6122
371,174,4.6042
371,1450,4.5896
371,520,4.5698
372,913,5.4029
372,963,5.2693
372,316,5.2476
372,1449,5.2063
372,1651,5.1752
372,1650,5.1752
372,1645,5.1752
372,1636,5.1752
372,1631,5.1752
372,1176,5.1691
373,408,4.6692
373,318,4.659
373,114,4.6372
373,969,4.621
373,50,4.568
373,173,4.5603
373,83,4.5219
373,169,4.5204
373,181,4.4911
373,1007,4.4854
374,1063,4.5514
374,1443,4.4635
374,69,4.4157
374,848,4.3342
374,64,4.3269
374,144,4.3117
374,1042,4.3107
374,963,4.31
374,313,4.2955
374,1131,4.2758
375,64,4.4448
375,185,4.4347
375,1142,4.421
375,174,4.39
375,1169,4.3838
375,79,4.371
375,423,4.3328
375,50,4.3282
375,318,4.2748
375,496,4.2733
376,1449,4.41
376,114,4.2079
376,12,4.1839
376,1398,4.1244
376,318,4.1147
376,515,4.1055
376,408,4.0787
376,272,4.0638
376,1642,4.0601
376,169,4.0581
377,12,4.9765
377,169,4.9031
377,1449,4.8362
377,272,4.8328
377,174,4.8267
377,64,4.7941
377,483,4.7934
377,178,4.7915
377,50,4.7909
377,507,4.7637
378,318,4.5151
378,1449,4.4757
378,64,4.4613
378,483,4.4393
378,1398,4.3873
378,963,4.354
378,119,4.3207
378,427,4.3147
378,1642,4.3095
378,1122,4.3043
379,1449,4.9461
379,408,4.9282
379,119,4.8162
379,483,4.8029
379,511,4.7614
379,1064,4.7337
379,114,4.7316
379,1122,4.719
379,12,4.7184
379,1398,4.6971
380,1449,4.0478
380,302,3.9237
380,12,3.9075
380,169,3.8814
380,221,3.8719
380,515,3.8551
380,119,3.8474
380,657,3.8435
380,1193,3.8432
380,269,3.8272
381,165,4.8652
381,483,4.8236
381,114,4.814
381,1449,4.8084
381,1398,4.806
381,923,4.7908
381,134,4.7861
381,50,4.724
381,119,4.7158
381,251,4.6902
382,1268,4.7115
382,1368,4.5402
382,320,4.2515
382,482,4.2224
382,488,4.187
382,1229,4.1743
382,56,4.1477
382,180,4.1328
382,646,4.1217
382,1466,4.1201
383,483,4.9675
383,1398,4.9146
383,474,4.8275
383,180,4.8047
383,1642,4.7738
383,178,4.764
383,197,4.7561
383,185,4.7434
383,127,4.7421
383,603,4.7256
384,1449,5.155
384,318,5.0818
384,50,5.0443
384,64,4.9987
384,272,4.9901
384,963,4.9647
384,22,4.9055
384,1642,4.8834
384,316,4.8599
384,181,4.853
385,1536,4.8757
385,851,4.7709
385,1367,4.7056
385,1158,4.6833
385,1499,4.6662
385,1524,4.5924
385,18,4.4739
385,1070,4.4701
385,1154,4.4695
385,1021,4.442
386,156,4.9036
386,1019,4.7312
386,318,4.7074
386,313,4.7051
386,1268,4.6779
386,64,4.6354
386,320,4.6337
386,127,4.6191
386,900,4.5993
386,180,4.5892
387,169,4.5472
387,302,4.4388
387,641,4.4378
387,1143,4.4182
387,12,4.4134
387,56,4.4046
387,474,4.3774
387,89,4.3758
387,127,4.3701
387,175,4.3601
388,96,5.1628
388,899,5.0509
388,22,5.0255
388,174,5.0029
388,50,4.9601
388,1169,4.9562
388,195,4.9306
388,172,4.9171
388,222,4.8295
388,966,4.8273
389,1398,4.7726
389,474,4.7589
389,119,4.6969
389,483,4.6895
389,603,4.672
389,657,4.6263
389,124,4.6232
389,513,4.607
389,1642,4.5872
389,1449,4.5639
390,113,5.0068
390,945,4.7548
390,694,4.7428
390,318,4.6826
390,496,4.6493
390,923,4.6372
390,479,4.6272
390,1064,4.6203
390,516,4.6188
390,136,4.5999
391,603,4.6207
391,1449,4.5835
391,197,4.5804
391,694,4.5726
391,961,4.5514
391,178,4.5485
391,654,4.5353
391,483,4.4936
391,127,4.4844
391,1367,4.4833
392,483,5.0149
392,132,4.9742
392,178,4.9145
392,318,4.9135
392,50,4.8878
392,1398,4.8791
392,694,4.8711
392,427,4.8679
392,923,4.8385
392,165,4.8383
393,1169,4.4601
393,313,4.1185
393,1189,4.0747
393,1159,4.0421
393,394,4.041
393,1589,4.0378
393,22,4.0371
393,318,4.0224
393,1138,4.0068
393,64,3.9796
394,64,5.0907
394,50,5.0472
394,174,4.856
394,318,4.8538
394,172,4.8045
394,169,4.7969
394,963,4.7799
394,313,4.763
394,408,4.7581
394,520,4.7547
395,429,4.8829
395,136,4.8709
395,318,4.8195
395,50,4.7872
395,408,4.772
395,694,4.7546
395,511,4.7528
395,172,4.7369
395,174,4.7343
395,837,4.734
396,1169,4.2231
396,121,4.0873
396,1189,4.0701
396,392,4.0672
396,385,4.0248
396,496,3.9995
396,64,3.9824
396,742,3.9615
396,1643,3.9598
396,1192,3.9552
397,1449,4.8986
397,192,4.8119
397,408,4.7508
397,169,4.7403
397,483,4.7345
397,1367,4.7109
397,178,4.7072
397,114,4.6913
397,654,4.6716
397,663,4.6697
398,1450,4.6985
398,318,4.4797
398,64,4.3746
398,496,4.3524
398,483,4.3276
398,520,4.2756
398,174,4.2285
398,136,4.2188
398,50,4.2121
398,1398,4.2076
399,1642,3.766
399,318,3.7492
399,1589,3.7176
399,272,3.674
399,64,3.673
399,1169,3.6561
399,1396,3.6517
399,1398,3.6052
399,1449,3.565
399,189,3.562
400,1589,4.5959
400,1169,4.4201
400,169,4.3533
400,258,4.2857
400,50,4.2546
400,1293,4.2163
400,515,4.1749
400,270,4.1693
400,463,4.1584
400,520,4.1582
401,1242,3.9611
401,316,3.9319
401,887,3.912
401,64,3.8375
401,1194,3.7765
401,318,3.7733
401,57,3.758
401,496,3.7561
401,1278,3.7454
401,1167,3.7418
402,1449,4.8373
402,483,4.8187
402,408,4.8116
402,318,4.7345
402,694,4.7053
402,64,4.6954
402,178,4.6671
402,511,4.6667
402,1251,4.6473
402,114,4.6456
403,963,4.8626
403,589,4.8033
403,613,4.7292
403,223,4.7174
403,1449,4.7156
403,169,4.7032
403,1269,4.6382
403,390,4.6087
403,1064,4.6062
403,408,4.5752
404,1589,4.7386
404,313,4.7064
404,169,4.7004
404,173,4.6231
404,1063,4.2756
404,189,4.2221
404,945,4.2175
404,50,4.2081
404,12,4.1614
404,64,4.1423
405,842,4.0936
405,1218,3.8603
405,1554,3.8261
405,1053,3.6151
405,376,3.5257
405,143,3.4504
405,575,3.4231
405,949,3.4017
405,47,3.3252
405,82,3.305
406,1449,4.4091
406,185,4.3464
406,701,4.3346
406,1122,4.3038
406,483,4.2892
406,1512,4.2378
406,1131,4.2369
406,480,4.2198
406,589,4.2186
406,1651,4.2138
407,169,4.4906
407,114,4.2822
407,408,4.2765
407,50,4.2648
407,1449,4.2576
407,64,4.2568
407,12,4.2292
407,302,4.2018
407,318,4.1923
407,223,4.1717
408,1589,5.1294
408,745,5.109
408,1639,4.9972
408,921,4.9868
408,1449,4.9414
408,212,4.8524
408,855,4.753
408,198,4.719
408,1122,4.7053
408,270,4.6527
409,1512,4.7902
409,1449,4.7824
409,694,4.5344
409,1558,4.489
409,483,4.3937
409,611,4.3836
409,114,4.3831
409,474,4.3608
409,511,4.3393
409,408,4.3174
410,1589,4.2955
410,313,4.184
410,1159,4.1322
410,189,4.057
410,169,4.0294
410,114,4.0166
410,1167,3.9978
410,463,3.9805
410,947,3.9555
410,690,3.9411
411,50,4.6886
411,173,4.5114
411,181,4.4425
411,174,4.435
411,172,4.4151
411,408,4.4018
411,64,4.3976
411,169,4.3745
411,487,4.3401
411,318,4.337
412,1449,4.5728
412,318,4.5116
412,127,4.4978
412,302,4.484
412,1651,4.3959
412,1650,4.3959
412,1645,4.3959
412,1636,4.3959
412,1631,4.3959
412,1642,4.394
413,483,4.8898
413,1449,4.8791
413,694,4.818
413,1512,4.8127
413,1194,4.7543
413,479,4.6768
413,1642,4.6754
413,1398,4.6683
413,136,4.6675
413,318,4.6673
414,64,5.1824
414,1142,5.163
414,56,5.1612
414,853,5.1521
414,1589,5.1237
414,1398,5.0961
414,1449,5.0707
414,185,5.0668
414,483,5.0354
414,1131,5.0193
415,923,4.765
415,50,4.7504
415,318,4.7207
415,64,4.694
415,483,4.6761
415,169,4.6692
415,191,4.6351
415,408,4.6329
415,963,4.6279
415,178,4.6147
416,64,5.0464
416,169,5.046
416,313,5.0221
416,318,5.0177
416,22,4.9246
416,408,4.8796
416,1159,4.855
416,1589,4.8394
416,12,4.8342
416,83,4.8314
417,64,4.3574
417,1268,4.3483
417,318,4.279
417,408,4.2091
417,83,4.1893
417,1169,4.1768
417,1467,4.1481
417,98,4.1111
417,659,4.1023
417,173,4.1023
418,899,4.6899
418,735,4.35
418,258,4.3131
418,288,4.306
418,269,4.1934
418,836,4.1168
418,421,4.0816
418,1022,4.0768
418,98,4.068
418,974,4.0012
419,694,4.8261
419,1367,4.76
419,705,4.7449
419,603,4.6861
419,136,4.67
419,483,4.6489
419,615,4.6462
419,197,4.6348
419,178,4.6084
419,479,4.5747
420,1449,5.1143
420,1512,5.0677
420,119,4.8501
420,474,4.8351
420,251,4.831
420,1398,4.7794
420,318,4.7619
420,127,4.7588
420,272,4.7575
420,114,4.7548
421,1589,4.9273
421,183,4.7574
421,169,4.7067
421,12,4.599
421,89,4.5151
421,313,4.4865
421,1449,4.4718
421,98,4.4718
421,156,4.4611
421,176,4.4488
422,1449,4.84
422,853,4.6766
422,320,4.5601
422,1589,4.5322
422,1512,4.4796
422,1099,4.4625
422,1065,4.4264
422,483,4.4075
422,200,4.3609
422,12,4.3435
423,64,4.7417
423,318,4.699
423,1398,4.5002
423,427,4.4977
423,185,4.4851
423,272,4.4717
423,1449,4.4654
423,1589,4.4411
423,57,4.435
423,1039,4.4279
424,1159,4.9124
424,1169,4.7465
424,634,4.694
424,656,4.6689
424,1001,4.6478
424,469,4.6333
424,1121,4.55
424,23,4.5382
424,136,4.507
424,990,4.4958
425,56,4.2028
425,320,4.0106
425,179,3.9604
425,346,3.9517
425,646,3.945
425,50,3.9184
425,1368,3.9114
425,175,3.8428
425,1449,3.8144
425,1143,3.8077
426,318,4.4262
426,483,4.3363
426,64,4.3032
426,427,4.3028
426,1398,4.2974
426,603,4.2685
426,474,4.2651
426,408,4.2402
426,48,4.2333
426,185,4.2225
427,1169,5.686
427,913,5.618
427,316,5.5005
427,354,5.4832
427,1368,5.3802
427,817,5.3577
427,219,5.2935
427,1651,5.2573
427,1650,5.2573
427,1645,5.2573
428,318,5.1465
428,313,4.9925
428,1169,4.9426
428,302,4.9183
428,22,4.905
428,1293,4.8553
428,169,4.8214
428,1664,4.8148
428,718,4.8138
428,12,4.797
429,318,4.4484
429,483,4.3297
429,357,4.3144
429,64,4.3016
429,1449,4.2819
429,127,4.2633
429,114,4.2602
429,50,4.2595
429,1398,4.2395
429,511,4.2278
430,64,4.5
430,1347,4.4368
430,1064,4.4165
430,408,4.4144
430,318,4.4087
430,169,4.4084
430,223,4.4048
430,496,4.3922
430,500,4.3599
430,12,4.3431
431,113,4.245
431,1064,4.1081
431,318,4.0645
431,496,4.0382
431,64,4.0382
431,272,4.0314
431,1169,3.9911
431,613,3.9909
431,169,3.9126
431,22,3.9062
432,64,4.9446
432,487,4.6981
432,1450,4.6956
432,316,4.6918
432,963,4.6694
432,272,4.657
432,318,4.5907
432,1242,4.5611
432,79,4.5209
432,22,4.5102
433,1449,4.5986
433,487,4.5801
433,137,4.5423
433,169,4.5073
433,1589,4.506
433,114,4.5025
433,919,4.4967
433,522,4.494
433,12,4.4794
433,408,4.4697
434,288,4.8507
434,969,4.7891
434,596,4.7035
434,899,4.6724
434,126,4.6126
434,975,4.6084
434,1268,4.5997
434,1016,4.5811
434,1470,4.5764
434,241,4.5592
435,1589,4.7601
435,114,4.6075
435,12,4.56
435,1449,4.5206
435,1268,4.4995
435,475,4.4405
435,56,4.3979
435,408,4.3733
435,169,4.3557
435,198,4.3206
436,64,4.8966
436,313,4.7803
436,318,4.6945
436,1589,4.6945
436,1468,4.6443
436,114,4.642
436,1642,4.6276
436,1449,4.596
436,963,4.5921
436,12,4.57
437,1599,4.8805
437,1064,4.6733
437,479,4.6182
437,603,4.5746
437,607,4.5713
437,1449,4.5125
437,114,4.5076
437,1021,4.5018
437,705,4.5015
437,224,4.4763
438,64,5.1302
438,22,4.9495
438,963,4.9437
438,1269,4.8862
438,313,4.8532
438,79,4.8334
438,316,4.7554
438,496,4.7073
438,318,4.7018
438,1169,4.7015
439,1642,5.1261
439,1449,4.9086
439,1398,4.8966
439,923,4.8125
439,318,4.7981
439,1600,4.7771
439,483,4.7509
439,427,4.7152
439,170,4.708
439,1131,4.7078
440,1512,5.5593
440,1449,5.4147
440,913,5.1354
440,752,5.0839
440,963,5.0838
440,246,5.0642
440,813,5.0458
440,1131,5.0039
440,589,4.9895
440,127,4.9715
441,50,4.5572
441,169,4.5095
441,174,4.4934
441,172,4.4172
441,199,4.4165
441,900,4.3616
441,181,4.3507
441,173,4.3185
441,430,4.2885
441,189,4.28
442,1589,4.2227
442,853,4.1389
442,50,4.0952
442,56,4.0558
442,64,4.0489
442,169,4.0153
442,183,3.9916
442,1449,3.9791
442,12,3.9723
442,176,3.9138
443,272,5.2521
443,318,5.1311
443,690,5.1293
443,22,4.9623
443,205,4.7169
443,515,4.6578
443,114,4.6577
443,905,4.6167
443,496,4.6076
443,357,4.6024
444,318,5.0297
444,64,4.7826
444,191,4.7762
444,302,4.769
444,357,4.73
444,50,4.5797
444,347,4.5761
444,750,4.5727
444,1398,4.566
444,1218,4.5536
445,1591,3.5372
445,902,3.2723
445,346,3.2194
445,1143,3.2123
445,340,3.1638
445,507,3.1247
445,56,3.0834
445,187,3.0279
445,959,2.9753
445,344,2.9547
446,718,3.9613
446,59,3.8559
446,1167,3.8157
446,57,3.7471
446,694,3.697
446,1405,3.6959
446,428,3.6694
446,1160,3.649
446,1398,3.6462
446,408,3.6334
447,50,4.7932
447,1589,4.7064
447,172,4.6187
447,174,4.5169
447,64,4.5149
447,169,4.4962
447,1467,4.4563
447,181,4.4487
447,520,4.4381
447,127,4.4274
448,114,4.7
448,463,4.6988
448,269,4.6469
448,1405,4.6335
448,1062,4.6247
448,1174,4.5742
448,753,4.5534
448,522,4.5355
448,516,4.5338
448,207,4.5084
449,1589,5.0377
449,1405,4.9528
449,922,4.8592
449,1449,4.831
449,463,4.7743
449,652,4.7641
449,60,4.7595
449,179,4.7357
449,428,4.7281
449,753,4.7134
450,318,5.0509
450,64,4.8359
450,408,4.7497
450,1398,4.7345
450,483,4.7226
450,1450,4.7127
450,1449,4.7119
450,114,4.6755
450,1233,4.6384
450,1642,4.6366
451,1589,4.7835
451,1159,4.7247
451,313,4.6618
451,156,4.5523
451,298,4.4095
451,1019,4.3857
451,11,4.3066
451,169,4.3055
451,1268,4.2384
451,333,4.2337
452,496,4.5536
452,1427,4.4671
452,169,4.4406
452,318,4.3774
452,113,4.3269
452,1449,4.3132
452,185,4.2757
452,633,4.2589
452,64,4.234
452,661,4.1884
453,1589,4.5191
453,56,4.4358
453,1467,4.4061
453,64,4.3788
453,12,4.3345
453,156,4.3254
453,1449,4.303
453,114,4.2969
453,169,4.2769
453,198,4.2749
454,313,3.7697
454,64,3.6809
454,318,3.6771
454,22,3.6273
454,113,3.6232
454,496,3.6079
454,272,3.602
454,174,3.5821
454,613,3.5745
454,169,3.5542
455,318,4.3534
455,1449,4.3373
455,64,4.2837
455,408,4.1898
455,313,4.1785
455,169,4.1761
455,483,4.1712
455,127,4.1625
455,50,4.1623
455,114,4.1393
456,1589,4.5822
456,1449,4.5353
456,512,4.3165
456,127,4.2711
456,856,4.2556
456,1642,4.252
456,483,4.2334
456,56,4.2
456,114,4.196
456,180,4.1658
457,408,5.193
457,1449,5.1857
457,64,5.1817
457,169,5.1797
457,50,5.1221
457,127,5.0346
457,318,5.0276
457,483,5.0231
457,1589,5.0085
457,963,5.0074
